unit table cands ['0x23d84'] colony cands ['0x26986']
u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=31 VC=100 IS=205 | Santo Domingo Veracruz Isabella | w84BC[spain]=[1, 3, 4, 4, 1, 1, 1, 5, 1, 4, 19, 19, 9, 1, 8, 16]
n=552 t=769 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=253 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=558 t=777 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=253 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=564 t=786 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=253 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=570 t=794 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=253 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=576 t=803 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=31 VC=24 IS=253 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=582 t=811 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=588 t=819 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=594 t=827 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=600 t=836 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=606 t=844 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=612 t=853 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=214 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 1, 8, 16]
n=618 t=861 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=175 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=624 t=869 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=630 t=877 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=636 t=886 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=642 t=894 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=648 t=903 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=654 t=911 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=323 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=660 t=919 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=666 t=928 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=672 t=936 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=678 t=945 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=684 t=953 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=690 t=961 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=696 t=970 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=124 VC=18 IS=284 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=702 t=978 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=708 t=986 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=714 t=995 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=720 t=1003 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=726 t=1012 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=732 t=1020 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 24, 255, 0, 0, 0] | SD=0 VC=18 IS=245 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 2, 19, 19, 10, 2, 8, 16]
n=738 t=1028 u1 x=36 y=29 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=744 t=1036 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=750 t=1045 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=756 t=1053 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=762 t=1062 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=768 t=1070 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=31 VC=0 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 10, 2, 8, 16]
n=774 t=1078 u1 x=39 y=28 ord=2 holds=2 cargo=110000 amt=[100, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=206 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=780 t=1086 u1 x=254 y=254 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=786 t=1095 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=792 t=1103 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=798 t=1112 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=804 t=1120 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=810 t=1128 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=816 t=1137 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=6 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=822 t=1145 u1 x=35 y=29 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=62 VC=12 IS=315 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=828 t=1154 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=834 t=1162 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=840 t=1170 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=846 t=1179 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=852 t=1187 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
n=858 t=1195 u1 x=33 y=28 ord=2 holds=0 cargo=110000 amt=[48, 48, 255, 0, 0, 0] | SD=93 VC=12 IS=276 | Santo Domingo Veracruz Isabella | w84BC[spain]=[2, 3, 4, 4, 1, 1, 1, 5, 1, 3, 19, 19, 11, 2, 8, 16]
